Id,Category
2997,2
2998,4
2999,8
3000,2
3001,9
3002,1
3003,5
3004,5
3005,4
3006,10
3007,5
3008,4
3009,1
3010,9
3011,1
3012,6
3013,9
3014,10
3015,1
3016,1
3017,5
3018,9
3019,10
3020,6
3021,1
3022,8
3023,1
3024,9
3025,4
3026,7
3027,2
3028,10
3029,0
3030,5
3031,6
3032,9
3033,8
3034,2
3035,10
3036,1
3037,4
3038,10
3039,4
3040,3
3041,9
3042,10
3043,1
3044,1
3045,1
3046,9
3047,9
3048,5
3049,5
3050,1
3051,4
3052,8
3053,10
3054,6
3055,9
3056,8
3057,9
3058,3
3059,10
3060,8
3061,8
3062,10
3063,9
3064,5
3065,1
3066,7
3067,4
3068,10
3069,8
3070,3
3071,8
3072,3
3073,5
3074,10
3075,9
3076,4
3077,3
3078,3
3079,5
3080,9
3081,10
3082,9
3083,9
3084,9
3085,3
3086,5
3087,2
3088,6
3089,3
3090,9
3091,4
3092,9
3093,8
3094,10
3095,4
3096,9
3097,5
3098,9
3099,1
3100,4
3101,9
3102,5
3103,9
3104,8
3105,1
3106,1
3107,9
3108,8
3109,5
3110,9
3111,9
3112,5
3113,8
3114,9
3115,9
3116,8
3117,8
3118,6
3119,2
3120,5
3121,9
3122,5
3123,1
3124,8
3125,1
3126,8
3127,8
3128,1
3129,8
3130,7
3131,8
3132,4
3133,4
3134,5
3135,1
3136,4
3137,5
3138,2
3139,5
3140,2
3141,6
3142,9
3143,1
3144,10
3145,8
3146,1
3147,10
3148,2
3149,4
3150,4
3151,2
3152,3
3153,0
3154,9
3155,9
3156,4
3157,9
3158,4
3159,9
3160,8
3161,1
3162,8
3163,10
3164,9
3165,4
3166,9
3167,9
3168,2
3169,0
3170,10
3171,9
3172,4
3173,7
3174,1
3175,7
3176,10
3177,4
3178,6
3179,1
3180,5
3181,8
3182,9
3183,8
3184,1
3185,8
3186,9
3187,8
3188,8
3189,6
3190,9
3191,3
3192,2
3193,1
3194,2
3195,4
3196,10
3197,8
3198,2
3199,1
3200,10
3201,3
3202,10
3203,9
3204,7
3205,10
3206,10
3207,6
3208,2
3209,5
3210,4
3211,1
3212,9
3213,2
3214,8
3215,9
3216,9
3217,2
3218,8
3219,9
3220,9
3221,9
3222,4
3223,1
3224,1
3225,8
3226,9
3227,9
3228,4
3229,9
3230,1
3231,2
3232,8
3233,5
3234,1
3235,9
3236,1
3237,7
3238,1
3239,5
3240,9
3241,10
3242,9
3243,8
3244,3
3245,6
3246,8
3247,3
3248,9
3249,0
3250,10
3251,5
3252,1
3253,9
3254,8
3255,9
3256,4
3257,4
3258,5
3259,9
3260,9
3261,0
3262,1
3263,5
3264,10
3265,10
3266,9
3267,8
3268,9
3269,9
3270,5
3271,4
3272,9
3273,8
3274,4
3275,8
3276,8
3277,0
3278,4
3279,9
3280,6
3281,10
3282,1
3283,2
3284,9
3285,10
3286,7
3287,1
3288,4
3289,1
3290,7
3291,9
3292,10
3293,2
3294,10
3295,3
3296,8
3297,10
3298,9
3299,7
3300,4
3301,9
3302,1
3303,8
3304,10
3305,2
3306,1
3307,8
3308,2
3309,9
3310,1
3311,2
3312,9
3313,1
3314,8
3315,2
3316,1
3317,9
3318,3
3319,1
3320,1
3321,4
3322,8
3323,3
3324,2
3325,2
3326,8
3327,8
3328,10
3329,4
3330,10
3331,9
3332,10
3333,8
3334,4
3335,5
3336,9
3337,10
3338,1
3339,10
3340,7
3341,4
3342,2
3343,8
3344,8
3345,4
3346,9
